x1,x2,y
3.54724732535,2.13099501587,12.2313055512
3.72388787043,0.566178163714,12.7928449525
3.52820572123,2.44854836737,12.3217703462
3.93893615942,1.32493383187,12.5007860907
0.889732986279,3.68512244565,4.29656186803
3.84490717234,1.11862942715,12.2483903898
3.64650761848,2.18498262856,12.8907564316
3.70488664302,1.84521918494,12.6529238064
1.60139490498,2.26913241425,4.08124496168
1.81629968309,-0.0749465743985,3.90060912153
0.306768849498,-0.920370409664,2.04857804329
3.69260385539,1.46894561882,13.4137465197
2.1461915238,0.561914264258,8.57231823814
0.79450778951,1.96125622851,3.14504810404
2.16473162302,0.620481566628,8.86749943157
1.40379830855,3.41816473013,4.64871571978
1.18334424877,3.85098611062,4.69007208121
1.01161554178,2.21051105588,3.9522389244
1.50115571077,1.65916696924,3.42722093406
2.37628299726,0.760965290034,9.63783777982
0.949516535535,1.70163680874,2.940375425
2.51162574058,1.26560548071,9.3166366504
1.32787866346,3.90951045148,3.83804156557
0.97138948829,3.50096272422,3.35678846312
2.09774328472,2.23176229665,8.00964181679
2.62232823574,0.51431356295,9.83226418598
1.15579848926,3.20807083066,2.86312607006
3.04529313692,1.20645475255,11.0979362023
1.22413728703,-0.891897482149,3.88545024153
1.17060545184,0.899617176496,4.42019813449
2.87521052731,3.62325719143,9.63983746344
2.04558187121,1.71496039754,8.16321028665
1.38101711366,-0.610774673602,3.34507609422
2.18987775326,1.8129118779,8.80771369909
1.04649964948,1.4673649272,4.03882557311
1.94938376304,2.81817639687,4.95845640392
3.78345894835,2.02527560382,13.7086430627
1.53753580864,3.56799106606,5.18056334355
2.96089076491,2.55452769041,11.5042276767
1.14943071852,1.14687310336,3.56829773518
0.996764900271,2.32546572042,3.18923896603
0.281439121276,1.82698306479,1.86074634633
2.65969243206,1.58624905478,9.56751016928
2.10322853388,3.31677919256,8.63401733354
2.10520171482,0.804254645079,7.76459897941
3.9050621944,1.55021046614,12.6121264659
2.30490376193,3.65969833964,8.01682098508
1.5620948048,0.900319312752,4.50880926428
1.90373641505,3.84942428834,4.46783168962
